Código da Loja;Código do Fornecedor;Nome do Fornecedor;Número do Documento;Situação;Data De Emissão;Data de entrada;Frete;Outros;Seguro;Desconto;IPI;DAE;ICMS Desonerado;FECOP;Valor FECOPST;FECOP Retido;Base de Cálculo ICMS;Valor BC do ICMS;Base de Cálculo ICMSST;Valor BC ICMSST;Valor Total
1;379;LATICINIOS TIROLEZ LTDA;206394;EFETIVADA;13/12/2023;15/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1329,81;159,57;0,00;0,00;1329,81
1;260;MISTERMIX DIST DE PROD ALIM LTDA;518977;EFETIVADA;14/12/2023;14/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;37,80;4,53;0,17;0,00;226,78;40,83;41,55;1,55;379,68
1;190;SEARA ALIMENTOS LTDA;1740832;EFETIVADA;14/12/2023;14/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,98;6,71;0,00;849,01;152,83;1183,91;60,24;915,96
1;10;BRF S.A.;9061439;EFETIVADA;14/12/2023;14/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;72,63;14,17;4,18;0,00;919,32;165,48;752,35;37,67;1219,39
1;323;Nestle Brasil Ltda;1191423;EFETIVADA;14/12/2023;16/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,59;2,37;0,00;779,12;140,22;393,95;21,36;98,63
1;553;DISTRIBUIDORA DE LEGUMES CORTICEIRAS LTDA;1028;EFETIVADA;14/12/2023;15/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;38,06;0,00;0,00;1903,49;342,62;0,00;0,00;1903,49
1;70;LATICINIOS VILLAGGE INDUSTRIA E COMERCIO EIRELI;10710420;EFETIVADA;14/12/2023;15/12/2023;0,00;0,00;0,00;57,00;0,00;0,00;0,00;0,00;0,00;0,00;892,44;107,09;0,00;0,00;892,44
1;553;DISTRIBUIDORA DE LEGUMES CORTICEIRAS LTDA;1030;EFETIVADA;14/12/2023;15/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;239,10;0,00;0,00;11955,26;2151,93;0,00;0,00;11955,26
1;181;VIGOR ALIMENTOS S.A.;867946;EFETIVADA;15/12/2023;15/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;103,39;19,28;0,18;0,00;964,95;173,68;434,00;1,63;1380,30
1;1;LACTALIS DO BRASIL;930794;EFETIVADA;15/12/2023;19/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;34,36;7,74;0,00;1719,00;309,42;1423,40;69,65;1732,30
1;260;MISTERMIX DIST DE PROD ALIM LTDA;519658;EFETIVADA;15/12/2023;16/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;28,11;3,37;0,05;0,00;168,71;30,37;13,26;0,49;281,72
1;10;BRF S.A.;9066568;EFETIVADA;16/12/2023;16/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;90,44;33,47;0,00;4522,16;813,99;6195,81;301,26;4856,89
1;94;TOP BIRRA DIST. DE BEB. E LOGISTICA LTDA;6348819;EFETIVADA;16/12/2023;18/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;47,13;5,67;1,63;0,00;282,76;50,90;364,39;14,70;487,60
1;45;FUJI COMÉRCIO DE ALIMENTOS LTDA;502396;EFETIVADA;18/12/2023;18/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;412,80
1;45;FUJI COMÉRCIO DE ALIMENTOS LTDA;502397;EFETIVADA;18/12/2023;18/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,68;0,00;0,00;84,00;15,12;0,00;0,00;84,00
1;512;DRACAR COMERCIO DE ALIMENTOS LTDA;78048;EFETIVADA;18/12/2023;18/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;94,38;0,00;0,00;4719,45;849,51;0,00;0,00;4394,95
1;441;MASTERMIX DISTRIBUIDORA DE GENEROS ALIME;171303;EFETIVADA;18/12/2023;19/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;25,49;3,06;0,00;0,00;152,93;27,53;0,00;0,00;254,89
1;64;COROADO AGRO IND E COM LTDA;23026;EFETIVADA;18/12/2023;19/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;824,66
1;446;IND E COM DE LATICINIO QUEIJO DA SERRA LTDA ME;8738;EFETIVADA;19/12/2023;22/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;293,40;35,22;0,00;0,00;293,40
1;49;RODIN DISTRIBUIDORA DE ALIMENTOS;51844;EFETIVADA;19/12/2023;20/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;919,90
1;33;ITAMBÉ ALIMENTOS S/A;1851209;EFETIVADA;19/12/2023;20/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,92;3,77;0,00;545,82;98,25;734,46;33,95;583,54
1;8;IRIS COMERCIO DE PROD ALIMENTICIOS LTDA;440642;EFETIVADA;20/12/2023;21/12/2023;0,00;0,00;0,00;27,46;0,00;0,00;0,00;1,74;0,00;0,00;86,88;15,64;0,00;0,00;1653,00
1;379;LATICINIOS TIROLEZ LTDA;216445;EFETIVADA;20/12/2023;27/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,40;0,00;428,45;51,42;670,04;69,18;511,03
1;10;BRF S.A.;9077857;EFETIVADA;21/12/2023;21/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;43,26;5,62;2,18;0,00;406,56;73,17;390,23;19,64;625,45
1;70;LATICINIOS VILLAGGE INDUSTRIA E COMERCIO EIRELI;10711195;EFETIVADA;21/12/2023;22/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;959,76;115,17;0,00;0,00;959,76
1;379;LATICINIOS TIROLEZ LTDA;218102;EFETIVADA;21/12/2023;27/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1287,87;154,53;0,00;0,00;1287,87
1;33;ITAMBÉ ALIMENTOS S/A;1852595;EFETIVADA;22/12/2023;22/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,05;3,88;0,00;602,78;108,50;704,93;34,85;836,19
1;33;ITAMBÉ ALIMENTOS S/A;1852594;EFETIVADA;22/12/2023;22/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1107,60
1;539;NOBREDO COMERCIO E LOGISTICA LTDA;828288;EFETIVADA;22/12/2023;22/12/2023;0,00;1,90;0,00;0,00;0,00;0,00;68,72;8,27;2,60;0,00;413,49;74,42;542,78;23,47;715,22
1;260;MISTERMIX DIST DE PROD ALIM LTDA;522609;EFETIVADA;22/12/2023;22/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;38,78;4,65;1,33;0,00;232,65;41,87;299,57;12,03;401,12
1;64;COROADO AGRO IND E COM LTDA;23070;EFETIVADA;25/12/2023;26/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;169,10
1;530;R2 - INDUSTRIA E COMERCIO DE LATICINIOS LTDA;22798;EFETIVADA;26/12/2023;26/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;420,91;50,51;0,00;0,00;420,91
1;70;LATICINIOS VILLAGGE INDUSTRIA E COMERCIO EIRELI;10711563;EFETIVADA;26/12/2023;27/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;870,00;104,40;0,00;0,00;870,00
1;379;LATICINIOS TIROLEZ LTDA;222092;EFETIVADA;26/12/2023;28/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;493,32;59,20;0,00;0,00;493,32
1;512;DRACAR COMERCIO DE ALIMENTOS LTDA;78581;EFETIVADA;26/12/2023;29/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,18;0,00;0,00;809,00;145,62;0,00;0,00;809,00
1;441;MASTERMIX DISTRIBUIDORA DE GENEROS ALIME;172832;EFETIVADA;26/12/2023;27/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;41,83;5,02;0,00;0,00;250,94;45,17;0,00;0,00;418,24
1;8;IRIS COMERCIO DE PROD ALIMENTICIOS LTDA;441701;EFETIVADA;27/12/2023;28/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,19;0,00;0,00;59,42;10,69;0,00;0,00;778,06
1;190;SEARA ALIMENTOS LTDA;1760138;EFETIVADA;28/12/2023;28/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;13,93;1,52;0,62;0,00;111,37;20,04;106,88;5,57;173,29
1;10;BRF S.A.;9087560;EFETIVADA;28/12/2023;29/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;23,89;9,97;2,46;0,00;568,15;102,26;456,58;22,20;701,64
