Código da Loja;Código do Fornecedor;Nome do Fornecedor;Número do Documento;Situação;Data De Emissão;Data de entrada;Frete;Outros;Seguro;Desconto;IPI;DAE;ICMS Desonerado;FECOP;Valor FECOPST;FECOP Retido;Base de Cálculo ICMS;Valor BC do ICMS;Base de Cálculo ICMSST;Valor BC ICMSST;Valor Total
1;94;TOP BIRRA DIST. DE BEB. E LOGISTICA LTDA;6346336;EFETIVADA;12/12/2023;13/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;133,69;16,07;4,02;0,00;802,28;144,42;1002,00;35,95;1377,13
1;366;BAIAO-PLAST COMERCIO DE DESCARTAVEIS EIRELI;74608;EFETIVADA;12/12/2023;13/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,40;0,00;0,00;1020,00;183,60;0,00;0,00;1020,00
1;539;NOBREDO COMERCIO E LOGISTICA LTDA;820288;EFETIVADA;13/12/2023;13/12/2023;0,00;1,90;0,00;0,00;0,00;0,00;69,37;8,35;1,29;0,00;417,32;75,12;268,23;11,60;103,35
1;292;FRIMESA COOPERATIVA CENTRAL;932314;EFETIVADA;13/12/2023;13/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,35;0,00;0,00;717,60;129,17;0,00;0,00;717,60
1;292;FRIMESA COOPERATIVA CENTRAL;932313;EFETIVADA;13/12/2023;13/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;40,57;14,91;0,00;2029,02;365,23;2709,35;134,02;32,16
1;37;EMPRESA BRASILEIRA DE DISTRIBUICAO LTDA;20532109;EFETIVADA;13/12/2023;14/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;327,16;35,13;9,87;0,00;1945,49;337,03;2117,49;85,92;3135,21
1;143;PLAYVENDER DIST. HIGIENE E LIMPEZA LTDA;1580903;EFETIVADA;13/12/2023;14/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;11,45;1,37;0,52;0,00;68,71;12,37;94,74;4,69;108,28
1;13;NOVA PROSPER DISTRIB DE ALIMENTOS LTDA;857474;EFETIVADA;13/12/2023;14/12/2023;0,00;3,90;0,00;0,00;0,00;0,00;62,15;7,45;1,09;0,00;372,89;67,13;191,84;9,75;636,22
1;13;NOVA PROSPER DISTRIB DE ALIMENTOS LTDA;857475;EFETIVADA;13/12/2023;14/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;5,67;0,68;0,00;0,00;34,02;6,12;0,00;0,00;56,70
1;13;NOVA PROSPER DISTRIB DE ALIMENTOS LTDA;857683;EFETIVADA;13/12/2023;14/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;4,12;0,49;0,17;0,00;24,73;4,46;33,26;1,54;42,93
1;451;BIMBO DO BRASIL LTDA;1727257;EFETIVADA;13/12/2023;15/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,09;6,10;0,00;2929,71;125,08;1208,59;43,13;253,29
1;574;V R DE ALBUQUERQUE LTDA;43290;EFETIVADA;13/12/2023;18/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;420,33;50,44;9,27;0,00;2521,97;453,95;2985,57;83,45;4296,00
1;323;Nestle Brasil Ltda;1191424;EFETIVADA;14/12/2023;16/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,66;0,00;0,00;83,11;14,96;0,00;0,00;83,11
1;323;Nestle Brasil Ltda;1191423;EFETIVADA;14/12/2023;16/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,59;2,37;0,00;779,12;140,22;393,95;21,36;1751,15
1;442;INDUSTRIAS GRANFINO S/A;1658494;EFETIVADA;14/12/2023;20/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;38,63;1,56;0,00;0,00;190,00;34,20;0,00;0,00;366,00
1;1;LACTALIS DO BRASIL;930792;EFETIVADA;15/12/2023;19/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;41,06;1,00;0,00;2052,96;369,53;132,60;9,01;2062,97
1;1;LACTALIS DO BRASIL;930795;EFETIVADA;15/12/2023;19/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28,08;0,00;0,00;1404,00;252,72;0,00;0,00;1404,00
1;1;LACTALIS DO BRASIL;930794;EFETIVADA;15/12/2023;19/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;34,36;7,74;0,00;1719,00;309,42;1423,40;69,65;130,09
1;260;MISTERMIX DIST DE PROD ALIM LTDA;519659;EFETIVADA;15/12/2023;16/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;95,22;11,43;0,00;0,00;571,32;102,84;0,00;0,00;952,20
1;542;BIJUZINHO DA VOVO 01 LTDA;1729;EFETIVADA;15/12/2023;18/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;840,00
1;458;ATLAS RIO DISTRIBUIDORA LTDA;226862;EFETIVADA;15/12/2023;16/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;95,90;11,51;3,77;0,00;575,36;103,56;763,95;33,96;996,68
1;533;SENDAS DISTRIBUIDORA S A LJ302;22684;EFETIVADA;15/12/2023;16/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,01;68,98;0,00;0,00;3956,31;712,13;0,00;0,00;4753,80
1;512;DRACAR COMERCIO DE ALIMENTOS LTDA;78048;EFETIVADA;18/12/2023;18/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;94,38;0,00;0,00;4719,45;849,51;0,00;0,00;234,50
1;216;MB 5 - COMERCIO IMPORTACAO E EXPORTACAO LTDA;2305954;EFETIVADA;18/12/2023;20/12/2023;0,00;1,89;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5737,95;229,52;0,00;0,00;5737,95
1;363;MA - KAYROS DIST DE ALIM E BEBIDAS LTDA;430952;EFETIVADA;18/12/2023;19/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;122,25;14,69;4,43;0,00;733,53;132,04;899,34;40,18;1267,16
1;53;PEPSICO DO BRASIL LTDA;1559;EFETIVADA;18/12/2023;19/12/2023;0,00;0,00;0,00;74,22;0,00;0,00;0,00;36,00;20,15;0,00;1800,46;324,07;2807,29;181,26;2001,87
1;53;PEPSICO DO BRASIL LTDA;1560;EFETIVADA;18/12/2023;19/12/2023;0,00;0,00;0,00;464,94;0,00;0,00;0,00;12,84;20,52;0,00;642,06;115,57;1668,14;184,70;847,28
1;53;PEPSICO DO BRASIL LTDA;1561;EFETIVADA;18/12/2023;19/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,21;1,13;0,00;110,70;19,93;166,81;10,10;121,93
1;351;AVA RIO DE JANEIRO DIST DE PROD DE LIMPEZA LTDA;85510;EFETIVADA;18/12/2023;19/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,68;0,00;0,00;83,88;15,10;0,00;0,00;83,88
1;351;AVA RIO DE JANEIRO DIST DE PROD DE LIMPEZA LTDA;85509;EFETIVADA;18/12/2023;19/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,13;0,00;0,00;1006,56;181,20;0,00;0,00;2371,92
1;246;M. DIAS BRANCO S.A. INDÚSTRIA E COM DE ALIMENTOS;1612538;EFETIVADA;18/12/2023;19/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;61,63;11,52;5,43;0,00;2619,18;103,53;846,92;48,92;2515,95
1;232;UNILEVER BRASIL LTDA;364602;EFETIVADA;19/12/2023;20/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21,40;7,15;0,00;1070,73;192,75;1427,60;64,23;1142,11
1;157;GRAO CHOCOLATES COMERCIO DE ALIMENTOS LTDA;2057;EFETIVADA;19/12/2023;21/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,24;0,00;0,00;0,00;580,14;20,05;491,09
1;37;EMPRESA BRASILEIRA DE DISTRIBUICAO LTDA;20536710;EFETIVADA;20/12/2023;20/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;322,32;38,86;11,14;0,00;2005,37;351,05;2484,04;97,99;3226,63
1;13;NOVA PROSPER DISTRIB DE ALIMENTOS LTDA;859601;EFETIVADA;20/12/2023;21/12/2023;0,00;3,90;0,00;0,00;0,00;0,00;256,70;30,78;4,08;0,00;1540,16;277,29;863,64;36,68;2354,89
1;13;NOVA PROSPER DISTRIB DE ALIMENTOS LTDA;859602;EFETIVADA;20/12/2023;21/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;15,10;1,81;0,00;0,00;90,58;16,31;0,00;0,00;150,96
1;366;BAIAO-PLAST COMERCIO DE DESCARTAVEIS EIRELI;75150;EFETIVADA;21/12/2023;22/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;26,14;0,00;0,00;1306,80;235,22;0,00;0,00;1306,80
