Código da Loja;Código do Fornecedor;Nome do Fornecedor;Número do Documento;Situação;Data De Emissão;Data de entrada;Frete;Outros;Seguro;Desconto;IPI;DAE;ICMS Desonerado;FECOP;Valor FECOPST;FECOP Retido;Base de Cálculo ICMS;Valor BC do ICMS;Base de Cálculo ICMSST;Valor BC ICMSST;Valor Total;Código do produto;Descrição Produto;Unidade de medida;Quantidade de itens na unidade;Quantidade de itens;CFOP;Frete do item;Seguro do item;Desconto do item;IPI do item;Base de cálculo do ICMS do item;ICMS do item;Base de calculo do ICMS ST do item;ICMS ST do item;DAE Item;ICMS desonerado do item;ICMS antecipado do item;FECOP do item;FECOP ST do item;FECOP retido do item;Valor unitário;Outras despesas do item;Valor total do item
1;562;DISTRIBUIDORA DE CONGELADOS MIRACEMA LTDA;227466;EFETIVADA;19/01/2024;22/01/2024;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1237,16;000000000016030;PICOLE AURUS CAFE MOKA 70G;CX;10,00;1,00;1403;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;72,30;0,00;72,30
1;562;DISTRIBUIDORA DE CONGELADOS MIRACEMA LTDA;227466;EFETIVADA;19/01/2024;22/01/2024;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1237,16;000000000015852;PICOLE AURUS CHOCO/AVELA Z. 70G;CX;10,00;1,00;1403;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;94,20;0,00;94,20
1;562;DISTRIBUIDORA DE CONGELADOS MIRACEMA LTDA;227466;EFETIVADA;19/01/2024;22/01/2024;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1237,16;000000000016097;SORV. AURUS NAPOLITANO 15L;CX;4,00;1,00;1403;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;73,48;0,00;73,48
1;562;DISTRIBUIDORA DE CONGELADOS MIRACEMA LTDA;227466;EFETIVADA;19/01/2024;22/01/2024;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1237,16;000000000016028;SORV. SOL&NEVE CREME. 15L;CX;4,00;1,00;1403;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;73,48;0,00;73,48
1;562;DISTRIBUIDORA DE CONGELADOS MIRACEMA LTDA;227466;EFETIVADA;19/01/2024;22/01/2024;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1237,16;000000000015854;SORVETE SOL&NEVE PISTACHO 15L;CX;4,00;1,00;1403;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;73,48;0,00;73,48
1;562;DISTRIBUIDORA DE CONGELADOS MIRACEMA LTDA;227466;EFETIVADA;19/01/2024;22/01/2024;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1237,16;000000000015860;SORV. AURUS PANNA COTTA 15L;CX;4,00;1,00;1403;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;94,28;0,00;94,28
1;562;DISTRIBUIDORA DE CONGELADOS MIRACEMA LTDA;227466;EFETIVADA;19/01/2024;22/01/2024;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1237,16;000000000015857;SORV. SOL&NEVE BAUNILHA/MOR. 1L;CX;4,00;1,00;1403;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;75,88;0,00;75,88
1;562;DISTRIBUIDORA DE CONGELADOS MIRACEMA LTDA;227466;EFETIVADA;19/01/2024;22/01/2024;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1237,16;000000000015856;SORV. SOL&NEVE CHOCO. Z 1L;CX;4,00;1,00;1403;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;75,88;0,00;75,88
1;562;DISTRIBUIDORA DE CONGELADOS MIRACEMA LTDA;227466;EFETIVADA;19/01/2024;22/01/2024;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1237,16;000000000015928;SUNDAE SOL&NEVE CHOCO.77G;CX;8,00;1,00;1403;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;43,84;0,00;43,84
1;562;DISTRIBUIDORA DE CONGELADOS MIRACEMA LTDA;227466;EFETIVADA;19/01/2024;22/01/2024;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1237,16;000000000015869;PICOLE MAIS FRUTA  MANGA 52G;CX;24,00;1,00;1403;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;86,40;0,00;86,40
1;562;DISTRIBUIDORA DE CONGELADOS MIRACEMA LTDA;227466;EFETIVADA;19/01/2024;22/01/2024;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1237,16;000000000015867;PICOLE SOL&NEVE COCO 53G;CX;24,00;1,00;1403;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;77,04;0,00;77,04
1;562;DISTRIBUIDORA DE CONGELADOS MIRACEMA LTDA;227466;EFETIVADA;19/01/2024;22/01/2024;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1237,16;000000000015864;PICOLE SOL&NEVE BRIGADEIRO 65G;CX;20,00;1,00;1403;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;101,00;0,00;101,00
1;451;BIMBO DO BRASIL LTDA;1744245;EFETIVADA;20/01/2024;22/01/2024;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,89;3,06;0,00;1543,17;61,24;647,52;18,93;1418,36;000000000001455;BISNAGUITO PLUSVITA 300G;UN;1,00;80,00;1403;0,00;0,00;0,00;0,00;403,20;48,38;527,91;14,97;0,00;0,00;0,00;8,06;2,49;0,00;5,04;0,00;420,66
1;451;BIMBO DO BRASIL LTDA;1744245;EFETIVADA;20/01/2024;22/01/2024;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,89;3,06;0,00;1543,17;61,24;647,52;18,93;1418,36;000000000016217;BOLINHO ANA MARIA CR.AVELA 42G;UN;1,00;16,00;1403;0,00;0,00;0,00;0,00;31,52;5,67;41,27;1,75;0,00;0,00;0,00;0,63;0,20;0,00;1,97;0,00;33,47
1;451;BIMBO DO BRASIL LTDA;1744245;EFETIVADA;20/01/2024;22/01/2024;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,89;3,06;0,00;1543,17;61,24;647,52;18,93;1418,36;000000000009111;PAO PLUSVITA ARTESANO PAO NA CHAPA 500G;UN;1,00;10,00;1403;0,00;0,00;0,00;0,00;98,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,46;0,00;84,60
1;451;BIMBO DO BRASIL LTDA;1744245;EFETIVADA;20/01/2024;22/01/2024;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,89;3,06;0,00;1543,17;61,24;647,52;18,93;1418,36;000000000000727;PAO PLUSVITA ARTESANO INTEGRAL 500G;UN;1,00;20,00;1403;0,00;0,00;0,00;0,00;196,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,46;0,00;169,20
1;451;BIMBO DO BRASIL LTDA;1744245;EFETIVADA;20/01/2024;22/01/2024;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,89;3,06;0,00;1543,17;61,24;647,52;18,93;1418,36;000000000001345;PAO PLUSVITA FIT 12 GRAOS 350G;UN;1,00;10,00;1403;0,00;0,00;0,00;0,00;96,86;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,33;0,00;83,30
1;451;BIMBO DO BRASIL LTDA;1744245;EFETIVADA;20/01/2024;22/01/2024;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,89;3,06;0,00;1543,17;61,24;647,52;18,93;1418,36;000000000004525;PAO PLUSVITA VITAGRAO 450G;UN;1,00;10,00;1403;0,00;0,00;0,00;0,00;106,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,20;0,00;92,00
1;451;BIMBO DO BRASIL LTDA;1744245;EFETIVADA;20/01/2024;22/01/2024;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,89;3,06;0,00;1543,17;61,24;647,52;18,93;1418,36;000000000010337;PAO PLUSVITA S/ CASCA TRAD. 450G;UN;1,00;6,00;1403;0,00;0,00;0,00;0,00;59,94;7,19;78,34;2,21;0,00;0,00;0,00;1,20;0,37;0,00;9,99;0,00;62,52
1;451;BIMBO DO BRASIL LTDA;1744245;EFETIVADA;20/01/2024;22/01/2024;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,89;3,06;0,00;1543,17;61,24;647,52;18,93;1418,36;000000000011494;PAO NUTRELLA SUPREME FRUTAS 550G;UN;1,00;10,00;1403;0,00;0,00;0,00;0,00;104,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,99;0,00;89,90
1;451;BIMBO DO BRASIL LTDA;1744245;EFETIVADA;20/01/2024;22/01/2024;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,89;3,06;0,00;1543,17;61,24;647,52;18,93;1418,36;000000000002713;PAO PLUSVITA INTEGRAL 480G;UN;1,00;48,00;1403;0,00;0,00;0,00;0,00;299,72;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,37;0,00;257,76
1;451;BIMBO DO BRASIL LTDA;1744245;EFETIVADA;20/01/2024;22/01/2024;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,89;3,06;0,00;1543,17;61,24;647,52;18,93;1418,36;000000000001349;PAO PLUSVITA ZERO INTEGRAL 350G;UN;1,00;15,00;1102;0,00;0,00;0,00;0,00;145,29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,33;0,00;124,95
1;482;Apiario Leao Ltda.;4043;EFETIVADA;22/01/2024;22/01/2024;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,48;0,00;0,00;0,00;1210,06;85,33;830,81;000000000003874;BANANADA FUMEL S/ ACUCAR 250G;UN;1,00;80,00;1403;0,00;0,00;0,00;0,00;0,00;0,00;1210,06;85,33;0,00;0,00;0,00;0,00;9,48;0,00;9,20;0,00;830,81
1;25;LOURO VERDE COM. DE PROD. NATURAIS LTDA;146794;EFETIVADA;22/01/2024;22/01/2024;0,00;0,00;0,00;23,18;0,00;0,00;0,00;14,21;0,00;0,00;710,25;127,84;0,00;0,00;710,25;000000000005568;AVEIA LOURO VERDE FINA 500G;CX;6,00;4,00;1102;0,00;0,00;4,25;0,00;130,15;23,43;0,00;0,00;0,00;0,00;0,00;2,60;0,00;0,00;33,60;0,00;130,15
1;25;LOURO VERDE COM. DE PROD. NATURAIS LTDA;146794;EFETIVADA;22/01/2024;22/01/2024;0,00;0,00;0,00;23,18;0,00;0,00;0,00;14,21;0,00;0,00;710,25;127,84;0,00;0,00;710,25;000000000006642;CACAU EM PO LOURO VERDE 200G;CX;6,00;1,00;1102;0,00;0,00;0,95;0,00;28,99;5,22;0,00;0,00;0,00;0,00;0,00;0,58;0,00;0,00;29,94;0,00;28,99
1;25;LOURO VERDE COM. DE PROD. NATURAIS LTDA;146794;EFETIVADA;22/01/2024;22/01/2024;0,00;0,00;0,00;23,18;0,00;0,00;0,00;14,21;0,00;0,00;710,25;127,84;0,00;0,00;710,25;000000000015348;FAR. DE MACA PERUANA LOURO VERDE 100G;CX;6,00;1,00;1102;0,00;0,00;1,19;0,00;36,53;6,58;0,00;0,00;0,00;0,00;0,00;0,73;0,00;0,00;37,72;0,00;36,53
1;25;LOURO VERDE COM. DE PROD. NATURAIS LTDA;146794;EFETIVADA;22/01/2024;22/01/2024;0,00;0,00;0,00;23,18;0,00;0,00;0,00;14,21;0,00;0,00;710,25;127,84;0,00;0,00;710,25;000000000015748;FARELO DE AVEIA FINO LOURO VERDE 200G;CX;6,00;1,00;1102;0,00;0,00;0,63;0,00;19,35;3,48;0,00;0,00;0,00;0,00;0,00;0,39;0,00;0,00;19,98;0,00;19,35
1;25;LOURO VERDE COM. DE PROD. NATURAIS LTDA;146794;EFETIVADA;22/01/2024;22/01/2024;0,00;0,00;0,00;23,18;0,00;0,00;0,00;14,21;0,00;0,00;710,25;127,84;0,00;0,00;710,25;000000000006467;GERMEN DE TRIGO TOSTADO LOURO VERDE 250G;CX;6,00;1,00;1403;0,00;0,00;0,71;0,00;21,90;3,94;0,00;0,00;0,00;0,00;0,00;0,44;0,00;0,00;22,61;0,00;21,90
1;25;LOURO VERDE COM. DE PROD. NATURAIS LTDA;146794;EFETIVADA;22/01/2024;22/01/2024;0,00;0,00;0,00;23,18;0,00;0,00;0,00;14,21;0,00;0,00;710,25;127,84;0,00;0,00;710,25;000000000007967;HIDROSTERIL 50ML;UN;1,00;25,00;1403;0,00;0,00;7,50;0,00;229,75;41,35;0,00;0,00;0,00;0,00;0,00;4,59;0,00;0,00;9,49;0,00;229,75
1;25;LOURO VERDE COM. DE PROD. NATURAIS LTDA;146794;EFETIVADA;22/01/2024;22/01/2024;0,00;0,00;0,00;23,18;0,00;0,00;0,00;14,21;0,00;0,00;710,25;127,84;0,00;0,00;710,25;000000000007518;MIX DE FRUTAS LOURO VERDE SALGADA 200G;UN;1,00;6,00;1403;0,00;0,00;2,44;0,00;74,78;13,46;0,00;0,00;0,00;0,00;0,00;1,50;0,00;0,00;12,87;0,00;74,78
1;25;LOURO VERDE COM. DE PROD. NATURAIS LTDA;146794;EFETIVADA;22/01/2024;22/01/2024;0,00;0,00;0,00;23,18;0,00;0,00;0,00;14,21;0,00;0,00;710,25;127,84;0,00;0,00;710,25;000000000006714;MIX DE FRUTAS LOURO VERDE S/ SAL 200G;UN;1,00;6,00;1403;0,00;0,00;2,44;0,00;74,78;13,46;0,00;0,00;0,00;0,00;0,00;1,50;0,00;0,00;12,87;0,00;74,78
1;25;LOURO VERDE COM. DE PROD. NATURAIS LTDA;146794;EFETIVADA;22/01/2024;22/01/2024;0,00;0,00;0,00;23,18;0,00;0,00;0,00;14,21;0,00;0,00;710,25;127,84;0,00;0,00;710,25;000000000005593;SEMENTE CHIA LOURO VERDE 150G;CX;6,00;2,00;1403;0,00;0,00;2,34;0,00;71,74;12,91;0,00;0,00;0,00;0,00;0,00;1,43;0,00;0,00;37,04;0,00;71,74
1;25;LOURO VERDE COM. DE PROD. NATURAIS LTDA;146794;EFETIVADA;22/01/2024;22/01/2024;0,00;0,00;0,00;23,18;0,00;0,00;0,00;14,21;0,00;0,00;710,25;127,84;0,00;0,00;710,25;000000000006199;SEMENTE LINHACA LOURO VERDE 200G;CX;6,00;1,00;1403;0,00;0,00;0,73;0,00;22,28;4,01;0,00;0,00;0,00;0,00;0,00;0,45;0,00;0,00;23,01;0,00;22,28
